year,month,day,Book,number,place,point/region,locate_as,recipient (s),clerical/secular,individual/several individuals/group,Location of pope,locate_as_pope,number of words,gender (m/f),Encouragement/ Inform/ Request/ Instruction / Warning (E/Inf/R/Ins/W),Revisit,notes,lat,lon,geo,pope_lat,pope_lon
1079,February ,14,6,18,Parma,p,,bishop,c,i,Rome,,198,m,w,,,[44.80147222],[10.328],map,41.88333333,12.5
1079,February,17,6,19,Bamberg,p,,vassal,s,si,Rome,,195,m,w,,Refers to several vassals for the first and only time. ,[49.9],[10.9],map,41.88333333,12.5
1079,February,25,6,20,Béarn,r,,count,s,i,Rome,,282,m,"e, ins",,Refers generally to Béarn. Located as Pau for mapping. ,[43.3],[-0.3667],map,41.88333333,12.5
1079,March,1,6,21,Arles,p,,"clergy, people","c, s",g,Rome,,476,"m, f","inf, ins",,,[43.6767],[4.6278],map,41.88333333,12.5
1079,March,3,6,22,Tuscany,r,Canossa Castle,countess,s,i,Rome,,251,f,"inf, e",,Taken to be in Canossa. ,[44.576],[10.456],map,41.88333333,12.5
1079,March,5,6,23,Orléans,p,,"clergy, people","c, s",g,Rome,,337,m,"inf, w",,,[47.9025],[1.909],map,41.88333333,12.5
1079,March,8,6,24,Oloron ,p,,bishop,c ,i,Rome,,247,m,ins,,,[43.1947],[-0.6056],map,41.88333333,12.5
1079,March,8,6,25,Saint-Sever,p,Saint-Sever Abbey,abbot,c,i,Rome,,302,m,w,,Located as Saint-Sever Abbey for mapping.,[43.7597],[-0.5742],map,41.88333333,12.5
1079,March,14,6,26,Lille,p,,"provost, canon",c,g,Rome,,253,m,w,,Only time provost is used. ,[50.6278],[3.0583],map,41.88333333,12.5
1079,March ,20,6,27,Déols ,p,Déols France,monk,c,g,Rome,,226,m,w,,,[46.8308],[1.7067],map,41.88333333,12.5
1079,March,20,6,28,Bourges,r,,prince,s,g,Rome,,364,m,w,,"Refers generally to Bourges princes but also names specific ones. Have put down locations named lords preside over according to Cowdrey footnotes. If control two places have used the first. Charenton, Argenton, Linière have had named changed for mapping purposes. Title says lay magnates but have used princes as this is the role stated in the body of the text. ",[47.0844],[2.3964],map,41.88333333,12.5
1079,March,25,6,29,Hungary,p,Székesfehérvár,king,s,i,Rome,,635,m,"e, inf, r",,King taken to be in Székesfehérvár. ,[47.19555556],[18.40888889],map,41.88333333,12.5
1079,March,25,6,30,Canterbury ,p,,archbishop,c,i,Rome,,403,m,w,,,[51.28],[1.08],map,41.88333333,12.5
1079,March,31,6,31,Provence,r,Marseille ,"archbishop, bishop, prince, clerk, people",c,g,Rome,,332,"m, f",w,,Stresses that Montmajour monastery belongs closely to Roman church..,[43.2964],[5.37],map,41.88333333,12.5
1079,April,13,6,32,Poitiers,p,,bishop,c,i,Rome,,231,m,ins,,,[46.58],[0.34],map,41.88333333,12.5
1079,April ,14,6,33,Cluny ,p,,abbot,c,i,Rome,,252,m,r,,,[46.43416667],[4.65916667],map,41.88333333,12.5
1079,April,20,6,34,Lyons,p,Lyon,archbishop,c,i,Rome,,536,m,e,,Grants a privilege to church of Lyons. Located as Lyon for mapping. ,[45.76],[4.84],map,41.88333333,12.5
1079,April,20,6,35,"Rouen, Tours, Sens",p,,archbishop,c,si,Rome,,837,m,"inf, ins",,Writes to three archbishops. Have put locations of all. ,"[49.44277778, 47.2436, 48.1975]","[1.08861111, 0.6892, 3.2877]",map,41.88333333,12.5
1079,April,20,6,36,Lyons,p,Lyon,canon,c,g,Rome,,406,m,w,,,[45.76],[4.84],map,41.88333333,12.5
1079,April,21,6,37,Capua,p,Sant%27Angelo_in_Formis,prince,s,i,Rome,,310,m,w,,,[41.885],[12.49666667],map,41.88333333,12.5
1079,June,16,6,38,Aquileia,p,Aquileia basilica,archbishop,c,i,Rome,,247,m,e,,Located to the basilica for mapping.,[45.769725],[13.37119167],map,41.88333333,12.5
1079,June,21,6,39,Como,p,,bishop,c,i,Rome,,506,m,ins,,,[45.81666667],[9.08333333],map,41.88333333,12.5
1079,June ,28,6,40,La Marche,p,La_Marche Nièvre,count,s,i,Lateran,Lateran Palace,282,m,w,,"La Marche would have been a region, but due to little information on it, it has been located to a small commune of the same name in the same place. Pope located to palace for mapping. ",[47.1414],[3.0347],map,41.88661111,12.50575
1079,September,23,7,1,Flanders,p,Bruges,legate,c,i,Rome,,589,m,"w, ins",,Located in Flanders as mentions has failed to carry out instruction there. Close to Anglo-Norman lands. Specifically located as Bruges for mapping. W and ins only because warning is seemingly seperate.,[51.21666667],[3.23333333],map,41.88333333,12.5
1079,October,1,7,2,Lucca,p,,"clergy, people","c, s",g,Rome,,635,"m, f","inf, w",,,[43.84166667],[10.50277778],map,41.88333333,12.5
1079,October,1,7,3,Germany,r,,people,"c, s",g,Rome,,379,"m, f","inf, e",,"Refers generally to Germany, writing to 'all faithful of St Peter'. Have located as Aachen for mapping as have done previously. Seemingly trying to reassure doubters. Apologises at one point for work of some legates if they have gone against instructions. This tone means have put an e. ",[51],[9],map,41.88333333,12.5
1079,October,7,7,4,Istria,r,Pula,knight,s,i,Rome,,236,m,w,,"Florin Curta in Eastern Europe in the Middle Ages (500-1300) p. 335 identifies the knight Wezelin as being of either Istria or Carniola. Have located in the biggest city in Istria County, Pula. ",[44.86666667],[13.85],map,41.88333333,12.5
1079,October,15,7,5,Denmark,r,Copenhagen,king,s,i,Rome,,325,m,"e, r",,King taken to be in Copenhagen. Marked as pastoral letter. ,[55.67611111],[12.56833333],map,41.88333333,12.5
1079,October,15,7,6,León-Castille,p,León Spain,king,s,i,Rome,,923,m,"e, inf, r",,King located in León for mapping. Noted that this letter was sent along with a relic of St Peter's chains. Notes that further matters will be discussed in verbal report. ,[42.60555556],[-5.57],map,41.88333333,12.5
1079,November,2,7,7,Saint-Victor,p,Marseilles,priest,c,i,Rome,,307,m,"inf, ins",,Saint-Victor is in Marseilles.,[43.2964],[5.37],map,41.88333333,12.5
1079,November,2,7,8,Saint-Victor,p,Marseilles,monk,c,g,Rome,,481,m,inf,,As above. Marked as pastoral letter. ,[43.2964],[5.37],map,41.88333333,12.5
1079,November ,3,7,9,"Asti, Turin, Acqui",p,"Asti, Turin, Acqui Terme",bishop,c,si,Rome,,249,m,r,,Have put named locations of bishops. Acqui Terme used for mapping.,"[44.9, 45.07916667, 44.68333333]","[8.20694444, 7.67611111, 8.46666667]",map,41.88333333,12.5
1079,November,25,7,10,Brittany,r,Rennes,"clergy, people",c,g,Rome,,510,"m, f","ins, e",,Refers to Brittany generally. As before Rennes used for mapping.,[48.1147],[-1.6794],map,41.88333333,12.5
1080,January,2,7,11,Bohemia,r,Prague,duke,s,i,Rome,,959,m,"w, inf",,"Duke taken to be in Prague. Duke apparently asked Gregory if divine services could be spoken in native tongue, which he rejects. ",[50.08333333],[14.41666667],map,41.88333333,12.5
1080,January,3,7,12,Rheims,p,Reims,archbishop,c,i,Rome,,666,m,w,,Located as Reims for mapping. ,[49.2628],[4.0347],map,41.88333333,12.5
1080,January,30,7,13,Verdun,p,,bishop,c,i,Rome,,489,m,ins,,,[49.162],[5.3876],map,41.88333333,12.5
1080,January,30,7,14,Liège,p,,bishop,c,i,Rome,,295,m,"e, r",,,[50.63333333],[5.56666667],map,41.88333333,12.5
1080,March,7,7,14a,n/a,n/a,,n/a,n/a,n/a,Rome,,2496,n/a,n/a,,Written record of Lent synod of 1080. Full dated. ,,,NO MAP,41.88333333,12.5
1080,March,8,7,15,"Brittany, Tours",r,"Rennes, Tours","bishops, clergy, people","c, s",g,Rome,,403,"m, f",inf,,Refers generally to bishops of Brittany and clergy and people living in province of Tours. Located as Rennes and Tours.,"[48.1147, 47.2436]","[-1.6794, 0.6892]",map,41.88333333,12.5
1080,March,26,7,16,Thérouanne,p,,bishop,c,i,Rome,,509,m,w,,Very interesting about register- claims reason why not sending blessing 'is above all what is to be read in our Register'.,[50.6375],[2.2597],map,41.88333333,12.5
1080,March,24,7,17,Bourg-Dieu,p,Déols France,monk,c,g,Rome,,280,m,"inf, ins",,,[46.8308],[1.7067],map,41.88333333,12.5
1080,April ,12,7,18,Auch,p,,archbishop,c,i,Rome,,332,m,w,,,[43.6465],[0.5855],map,41.88333333,12.5
1080,April,12,7,19,"Bourges, Narbonne, Bordeaux ",p,,people,"c, s",g,Rome,,515,"m, f",w,,Refers generally to all people living in these 'provinces' listed.,"[47.0844, 43.1836, 44.84]","[2.3964, 3.0042, -0.58]",map,41.88333333,12.5
1080,April,12,7,20,Rheims,p,Reims,archbishop,c,i ,Rome,,404,m,w,,,[49.2628],[4.0347],map,41.88333333,12.5
1080,April,19,7,21,Denmark,r,Copenhagen,king,s,i,Rome,,766,m,"e, ins",,King taken to be in Copenhagen. Marked as pastoral latter. ,[55.67611111],[12.56833333],map,41.88333333,12.5
1080,April,24,7,22,Le Mans,p,,bishop,c,i,Rome,,101,m,inf,,,[48.0077],[0.1984],map,41.88333333,12.5
1080,April ,24,7,23,England,r,London ,king,s,i,Rome,,1035,m,"e, r, inf",,King taken to be in London. Marked as pastoral letter. Essentially claims he has shown great faith in William against view of others at beggining,[51.50722222],[-0.1275],map,41.88333333,12.5
1080,May,8,7,24,Hirsau,p,,abbot,c,i,The Lateran,Lateran Palace,772,m,"inf, e, ins",,Located as palace for mapping.,[48.73777778],[8.73222222],map,41.88661111,12.50575
1080,May ,8,7,25,England,r,London,king,s,i,Rome,,412,m,inf,,King taken to be in London. Marked as pastoral letter. Interesting how soon this is after the previous pastoral letter to William (14 days).,[51.50722222],[-0.1275],map,41.88333333,12.5
1080,May,8,7,26,England,r,,Queen,s,i,Rome,,246,f,"e, inf",,Queen taken to be in London. Notes that matters ommited in letter which will be relayed by messenger. ,[51.5],[-0.11666667],map,41.88333333,12.5
1080,May,8,7,27,England,r,London,prince,s,i,Rome,,368,m,"r,e",,Son of King taken to be in London. Only referred to as son of king but prince used for data.,[51.50722222],[-0.1275],map,41.88333333,12.5
1080,n/a ,n/a,7,28,Benevento,p,,archbishop,c,i,n/a,,498,m,ins,,No precise date jusy 1080. No indication where pope is writing from.,[41.13333333],[14.78333333],map,41.88333333,12.5
1080,June,6,8,1,Tsmandos,p,Erzurum,archbishop,c,i,n/a,,1701,m,r,,"Tsamandos is hard to locate, but seems to be Aziziye , near Ezurum",[39.90861111],[41.27694444],map,41.88333333,12.5
1080,June,27,8,2,Cluny,p,,abbot,c,i,Ceprano,Ceprano Italy,650,m,w,,,[46.43416667],[4.65916667],map,43,12
1080,June,27,8,3,León-Castille,p,León Spain,king,s,i,Ceprano,Ceprano Italy,586,m,w,,"León Spain, Navarre",[42.60555556],[-5.57],map,43,12
1080,June,27,8,4,Marseilles,p,,legate,c,i,Ceprano,Ceprano Italy,273,m,inf,, Have put his title location (Richard of Marseilles) as no other indication of location.,[43.2964],[5.37],map,43,12
1080,July,21,8,5,South Italy,r,"Bari, Catanzaro, Salerno",bishop,c,g,Ceccano,,801,m,inf,,"Located as three largest cities in the regions mentioned, although refers to Southern Italy as a whole. Notes things are not included that will be conveyed by legates. ","[41.12527778, 38.9, 40.68333333]","[16.86666667, 16.6, 14.76666667]",map,41.566667,13.333333
1080,July,25,8,6,"Apulia, Calabria",p,"Bari, Catanzaro, Salerno",bishop,c,si,n/a,,313,m,ins,,,"[41.12527778, 38.9, 40.68333333]","[16.86666667, 16.6, 14.76666667]",map,41.566667,13.333333
1080,n/a,n/a,8,7,n/a,n/s,,people,"c, s",g,n/a,,359,m,r,,To 'the faithful of St Peter'. No day or month provided. ,,,NO MAP,41.566667,13.333333
1080,September,18,8,8,Salerno,p,,archbishop,c,i,Rome,,426,m,e,,Discovery of body of St Matthew?,[40.68333333],[14.76666667],map,41.88333333,12.5
1080,September,22,8,9,Germany,r,Aachen,"archbishop, bishop, clerk, people","c, s",g,Rome,,453,m,"inf, r",,"Refers generally to the faithful in Germany, have listed all named titles. Located as Aachen. Marked as pastoral letter. ",[50.77555556],[6.08361111],map,41.88333333,12.5
1080,October,1,8,10,Cagliari ,p,,judge,s,i,Rome,,552,m,"e, ins, inf",,,[39.22777778],[9.11111111],map,41.88333333,12.5
1080,October,4,8,11,Sweden,r,Stockholm,king,s,i,Rome,,272,m,r,,"King taken to be in Stockholm, although it should be noted the royal palace here was not built until the 13th century. ",[59.32944444],[18.06861111],map,41.88333333,12.5
1080,October,15,8,12,"Tuscany, Fermo, Exarchate of Ravenna",r,"Canossa Castle, Fermo, Ravenna Cathedral","bishop, abbot, clerk, people","c, s",g,Rome,,591,"m, f","inf, ins, e",,Have listed all titles. Have located exarchate of Ravenna as Ravenna. ,"[44.576, 43.16083333, 44.4156]","[10.456, 13.71583333, 12.1966]",map,41.88333333,12.5
1080,October,15,8,13,Ravenna,p,Ravenna Cathedral,"clergy, people","c, s",g,Rome,,622,"m, f","inf, ins, e",,Located at the cathedral for mapping purposes. ,[44.4156],[12.1966],map,41.88333333,12.5
1080,December,11,8,14,"Ravenna, The Pentapolis, Fermo, Spoleto","p, r","Ravenna, Rimini, Fermo, Spoleto","bishop, abbot, count, knight","c, s",g,Rome,,497,m,"inf, ins",,Perhaps aimed at the higher echelons-the titles put are the only recipients listed. The Pentapolis has been located as Rimini for mapping purposes. ,"[44.41666667, 44.05944444, 43.16083333, 42.7564791]","[12.2, 12.56833333, 13.71583333, 12.68547]",map,41.88333333,12.5
1080,December,12,8,15,Valva,p,Museo_civico_archeologico_Antonio_De_Nino,people,"c, s",g,Rome,,298,"m, f","inf, ins",,Located as Corfino as is the modern day equivalent. ,[42.1245],[13.8441],map,41.88333333,12.5
1080,December,23,8,16,Saint-Gilles,p,saint-gilles-du-gard,count,s,si,Rome,,372,m,"e, ins",,Name altered in locate as to assist with mapping. ,[43.6786],[4.4317],map,41.88333333,12.5
1080,December,27,8,17,Rheims,p,Reims,"clergy, people","c, s",g,Rome,,425,"m, f","inf, w",,Locate as to assist with mapping. ,[49.2628],[4.0347],map,41.88333333,12.5
1080,December,27,8,18,Roucy,p,,count,s,i,Rome,,421,m,"ins, inf",,,[49.3728],[3.8158],map,41.88333333,12.5
1080,December,27,8,19,Rheims,r,Reims,suffragan,c,g,Rome,,480,m,"ins, inf",,Have put r as written to 'all bishops in province of Rheims'. Have changed to Reims in locate as for mapping. Have not listed each individual bishop.,[49.2628],[4.0347],map,41.88333333,12.5
1080,December,27,8,20,France,r,Paris,king,s,i,Rome,,565,m,"e, ins",,,[48.856613],[2.352222],map,41.88333333,12.5
1081,February,n/a,8,20a,n/a,n/a,,n/a,n/a,n/a,Rome,,142,n/a,na,,Titled brief notice of Lent Synod of 1081. ,,,NO MAP,41.88333333,12.5
1081,March,15,8,21,Metz,p,,bishop,c,i,Rome,,4746,m,"inf, ins",,Long as is responding to request of Bishop of Metz for 'a full and authoritative defence of his comdemnation of King Henry IV of Germany. Matter of authority. Gregory notes some do not believe he hed the power to excommunicate Henry. ,[49.12027778],[6.17777778],map,41.88333333,12.5
1081,n/a,n/a,8,22,Hungary,r,Székesfehérvár,queen,s,i,Rome,,483,f,ins,,Queen taken to be in Székesfehérvár. Noted as 'letter of personal counsel'. No day or month provided. ,[47.19555556],[18.40888889],map,41.88333333,12.5
1084,n/a,n/a,8,23,Gaul,r,Paris,legate,c,si,Salerno,,214,m,ins,,Taken to be in Paris as this is where previous Gaul legation in book one were located. Jumps all the way to 1084 here. Concerns collection of papal revenues. No day or month provided. ,[48.856613],[2.352222],map,40.68333333,14.76666667
1081,n/a,n/a,9,1,Rouen,p,,archbishop,c,i,n/a,,377,m,w,,N/A common from here on. Means not provided as previously. ,[49.44277778],[1.08861111],map,40.68333333,14.76666667
1081,n/a,n/a,9,2,Leon,p,León Spain,king,s,i,n/a,,1393,m,inf,,,[42.60555556],[-5.57],map,40.68333333,14.76666667
1081,March,n/a,9,3,"Passau, Hirsau",p,,"bishop, abbot",c,si,n/a,,1318,m,"ins, e, inf",,,"[48.56666667, 48.73333333]","[13.46666667, 8.73333333]",map,40.68333333,14.76666667
1081,February,n/a,9,4,Montecassino,p,Monte_Cassino,abbot,c,i ,n/a,,467,m,ins,,,[41.49],[13.81388889],map,40.68333333,14.76666667
1081,n/a,n/a,9,5,France,r,Saintes France,legate,c,si,n/a,,569,m,ins,,Legates mentioned as having held council at Saintes,[45.7464],[-0.6333],map,40.68333333,14.76666667
1081,April,18,9,6,Marseilles,p,,abbot,c,i,Rome,,745,m,ins,,,[43.2964],[5.37],map,41.88333333,12.5
1081,n/a,n/a,9,7,Maskarans,p,Poitiers,abbot,c,i,n/a,,265,m,e,,Maskarans no longer exists; have mapped as Poitiers.,[46.58],[0.34],map,41.88333333,12.5
1081,April,8,9,8,Venice,p,,"doge, people","c, s",g,n/a,,324,"m, f",w,,,[45.4375],[12.33583333],map,41.88333333,12.5
1081,April,28,9,9,Blois,p,,count,s,i,The Lateran,Lateran Palace,481,m,"e, ins",,Pope locate as to assist mapping.,[47.5939],[1.3281],map,41.88661111,12.50575
1081,n/a,n/a,9,10,Passau,p,,bishop,c,i,n/a,,203,m,ins,,Seems to start lacking proper sign offs from here on?,[48.56666667],[13.46666667],map,41.88661111,12.50575
1081,May,n/a,9,11,Montecassino,p,Monte_Cassino,abbot,c,i,n/a,,440,m,"inf, ins. ",,,[41.49],[13.81388889],map,41.88661111,12.50575
1080,December,12,9,12,Valva,p,Museo_civico_archeologico_Antonio_De_Nino,people,"c, s",g,n/a,,298,"m, f ","inf, ins",,Noted as duplicate of Reg. 8.15. Jumps back a year for a letter?,[42.1245],[13.8441],map,41.88661111,12.50575
1083,n/a,n/a,9,13,Flanders,p,,count,s,i,n/a,,205,m,ins,,Jumps forward again.,[51],[4.5],map,41.88661111,12.50575
1081,n/a,n/a,9,14,Sweden,r,Stockholm,king,s,i,n/a,,553,m,ins,,King taken to be in Stockholm. Marked as pastoral letter. ,[59.32944444],[18.06861111],map,41.88661111,12.50575
1081,December,4,9,15,Die,p,Die Cathedral,bishop,c,i,The Lateran,Lateran Palace,467,m,"inf, ins",,Pope locate as to assist mapping. Located at cathedral for mapping also. ,[44.75222222],[5.37111111],map,41.88661111,12.50575
1081,n/a,n/a,9,16,Chartres ,p,,"clergy, people","c, s",g,n/a,,376,"m, f","ins, inf",,Only says late 1081. ,[48.456],[1.484],map,41.88661111,12.50575
1081,n/a,n/a,9,17,Apulia,r,Bari,duke,s,i,n/a,,351,m,"e, ins",,States after 18 October 1081. Duke taken to be in Bari. ,[41.12527778],[16.86666667],map,41.88661111,12.50575
1081/2,October,24,9,18,Die,p,Die Cathedral,bishop,c,i,n/a,,151,m,ins,,"Are some dates from this point on that could be one of two, written as 1081/82 as seen. ",[44.75222222],[5.37111111],map,41.88661111,12.50575
1082/3,n/a,n/a,9,19,Lyons,p,Lyon,archbishop,c,i,n/a,,405,m,ins,,,[45.76],[4.84],map,41.88661111,12.50575
1082,May/ June,n/a,9,20,Canterbury ,p,,archbishop,c,i,n/a,,276,m,w,,,[51.28],[1.08],map,41.88661111,12.50575
1082,n/a,n/a,9,21,Latin Christendom,r,n/a,"bishop, abbot, clergy, people","c, s",g,n/a,,642,"m, f","e, ins",,Adressed gernerally to all 'who are faithful to the apostolic see' hence n/a for locate as. Have put all titles mentioned. Marked as pastoral letter. ,,,map,41.88661111,12.50575
1080,December,23,9,22,Saint-Gilles,p,saint-gilles-du-gard,count,s,si,Rome,,372,m,"e, inf",,Noted as duplicated of Reg. 8.16,[43.6786],[4.4317],map,41.88333333,12.5
1081,n/a,n/a,9,23,n/a,p,,count,s,i,n/a,,718,m,w,,,,,NO MAP,41.88333333,12.5
1082/3,n/a,n/a,9,24,"Tours, Angers",p,,"abbot, clerk, people, clergy","c, s",g,n/a,,302,"m, f ",w,,Refers generally to clergy and people of Tours and Angers. Have put all titles listed. ,"[47.2436, 47.473612]","[0.6892, -0.554167]",map,41.88333333,12.5
1081,January,n/a,9,25,Sicily,r,Palermo,count,s,i,n/a,,399,m,"e, inf, ins",,Count taken to be in Palermo. Date provided is 'Before 4 February 1081'.so have put January.,[38.11666667],[13.36666667],map,41.88333333,12.5
1082,n/a,n/a,9,26,Capua,p,Sant%27Angelo_in_Formis,count,c,i,n/a,,274,m,"e, ins",,,[41.885],[12.49666667],map,41.88333333,12.5
1082,n/a,n/a,9,27,Naples,p,,archbishop,c,i,n/a,,348,m,"inf, ins",,"Only date provided is 'After 24 June 1082', hence have put n/a. ",[40.845],[14.25833333],map,41.88333333,12.5
1082/3,n/a,n/a,9,28,Santi Quattro Coronati,p,,priest,c,i,n/a,,325,m,"e, ins",,Located at Santi Quattro Coronati as footnotes say this is where the Hermann was priest in 'Gregory's last years'.,[41.88833333],[12.49833333],map,41.88333333,12.5
1083,n/a,n/a,9,29,Latin Christendom,r,n/a,"clerk, people","c, s",g,n/a,,534,"m, f",inf,,All titles listed. Adressed generally to all faithful. ,,,map,41.88333333,12.5
1082/3,n/a,n/a,9,30,Saint-Victor,p,Marseilles,abbot,c,i,n/a,,671,m,"inf, ins",,Located as Marseilles as this is where Saint-Victor is. Date here seperated by hyphen in register but slash used for consistency. ,[43.2964],[5.37],map,41.88333333,12.5
1083,n/a,n/a,9,31,"Saint-Pol-sur-Ternoise, Quesques ",p,,"subdefensor, count",s,si,n/a,,367,m,w,,Located as Saint-Pol and Quesques as the two recipients as noted in footnotes are mentioned in Reg. 6.8. Eustace is mentioned among the counts of Saint-Pol and Oilardus as the 'subadvocate' of Quesques. ,"[50.3797, 50.7042]","[2.335, 1.9336]",map,41.88333333,12.5
1082/3,n/a,n/a,9,32,Die,p,Die Cathedral,legate,c,i,n/a,,588,m,"ins, inf",,"Have put Die as Legate is Hugh of Die. Explicitly mentions register, about finding letter they have written. Also mentions forgery.",[44.75222222],[5.37111111],map,41.88333333,12.5
1083,n/a,n/a,9,33,Lyons,p,Lyon,archbishop,c,i,n/a,,493,m,"ins, inf",,Lyons located as Lyon to assist mapping. ,[45.76],[4.84],map,41.88333333,12.5
1083,n/a,n/a,9,34,Flanders,p,Bruges,count,s,i,n/a,,490,m,"w, inf, ins",,Gregory here criticises the tone of letter he is recieving from the Count Robert I of Flanders. ,[51.21666667],[3.23333333],map,41.88333333,12.5
1083,n/a,n/a,9,35,"Flanders, Cambrai, Noyon, Amiens",p,"Bruges, Cambrai, Noyon, Amiens","bishop, prince, noble","c, s",g,n/a,,2227,m,"ins, inf",,Have listed all titles. Have put Flanders and all stated locations of named bishops. ,"[51.21666667, 50.1767, 49.5817, 49.892]","[3.23333333, 3.2356, 2.9997, 2.299]",map,41.88333333,12.5
1083,n/a,n/a,9,35a,n/a,n/a,,n/a,n/a,n/a,Rome,,361,n/a,n/a,,Written record of November Synod of 1083. Date provided is 'after 20 November 1083'.,,,NO MAP,41.88333333,12.5
1083,n/a,n/a,9,36,Flanders,p,,count,s,i,n/a,,348,m,w,,Date provided is late 1083. ,[51],[4.5],map,41.88333333,12.5
1083,n/a,n/a,9,37,England,r,London,king,s,i,n/a,,571,m,"e, w",,"King taken to be in London. Register breaks off at the end of this point, as noted in footnotes by Cowdrey. E and W as recounts friendship and stresses it but still criticises action taken. ",[51.50722222],[-0.1275],map,41.88333333,12.5